title,link
AVE.DOMINAplus.authClients.xml.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/54669
AVE.DOMINAplus.changeparams.php.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54675
DS.Wireless.Communication.GPCM.Message.Handling.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54683
Ivanti.Avalanche.SecureFilter.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54697
MS.NET.FormatFtpCommand.CRLF.Injection.Arbitrary.File.Write,https://www.fortiguard.com/encyclopedia/ips/54679
MS.Outlook.CVE-2024-21413.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54685
Ivanti.Connect.Secure.DSLog.Backdoor,https://www.fortiguard.com/encyclopedia/ips/54676
PCMan.FTP.PWD.Command.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54677
MS.Windows.PGM.CVE-2024-21357.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54624
Creativeitem.Academy.LMS.Tutor.Filter.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/54641
Ivanti.Avalanche.CVE-2023-46264.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/54642
NextGen.Healthcare.Mirth.Connect.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/54640
SE.Elektronic.SYSTEM.CGI.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54660
Cisco.RV340.Router.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/54638
MediaWiki.XML.File.Upload.XSS,https://www.fortiguard.com/encyclopedia/ips/54631
SE.Elektronic.SYSTEM.CGI.DoS,https://www.fortiguard.com/encyclopedia/ips/54634
Actidata.ActiNAS.NasSvr.PHP.Improper.Access.Control,https://www.fortiguard.com/encyclopedia/ips/54615
Fortra.GoAnywhere.MFT.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54614
Ivanti.Avalanche.WLAvalancheService.Type.100.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54611
SystemK.NVR.504.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/54613
D-Link.Go-RT-AC750.Gena.CGI.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/54606
WordPress.Essential.Blocks.Plugin.Local.File.Inclusion,https://www.fortiguard.com/encyclopedia/ips/54604
Atlassian.Confluence.CVE-2023-22527.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54601
WordPress.School.Management.Plugin.Backdoor,https://www.fortiguard.com/encyclopedia/ips/54602
MajorDoMo.Thumbnail.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/54599
Ivanti.EPMM.CVE-2023-35082.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54596
Zyxel.NAS.CMD.OS.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/54595
Ivanti.Avalanche.WLAvalancheService.Type.101.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54593
Ivanti.Connect.Secure.Policy.Secure.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54588
WordPress.Essential.Addons.for.Elementor.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54584
GitLab.Password.Reset.Email.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54571
Ivanti.Avalanche.WLAvalancheService.Type.102.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54569
Exim.External.Auth.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54562
GLPI-Project.GLPI.Inventory.Agent.CVE-2023-46727.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/54560
Craft.CMS.CVE-2023-41892.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54534
FXC.AE1021.Router.CVE-2023-49897.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/54553
QNAP.VioStor.NVR.CVE-2023-47565.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/54556
Vinchin.Backup.Recovery.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/54532
WordPress.Backup.Migration.Plugin.backup-heart.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54554
Apache.OFBiz.CVE-2023-51467.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54549
